,record,precinct,ballot_style,rank1,rank2,rank3,rank4,rank5,does_not_rank_any_continuing_candidate,highest_continuing_rank,rank_choice_in_continuing_candidate_set,overvote,two_consecutive_skipped_rankings,exhausted,highest_ranked_continuing_candidate
171628,344587,Madawaska,CAN Ballot Style 140,undervote,"DEM Golden, Jared F.","REP Poliquin, Bruce",undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
171758,344869,Madawaska,CAN Ballot Style 140,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
172128,345594,Madawaska,CAN Ballot Style 140,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
172271,345861,Madawaska,CAN Ballot Style 140,undervote,"Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce","DEM Golden, Jared F.",False,2,False,False,False,False,"Bond, Tiffany L."
172435,346193,Madawaska,CAN Ballot Style 140,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
172488,346309,Madawaska,CAN Ballot Style 140,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
173196,347742,Madawaska,CAN Ballot Style 140,undervote,"Hoar, William R.S.",overvote,"DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Hoar, William R.S."
173474,348301,Fort Kent,CAN Ballot Style 51,undervote,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce",False,2,False,False,False,False,"Bond, Tiffany L."
174162,349624,Fort Kent,CAN Ballot Style 51,undervote,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
174170,349637,Fort Kent,CAN Ballot Style 51,undervote,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
175206,351739,Limestone,CAN Ballot Style 175,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
175241,351803,Limestone,CAN Ballot Style 175,undervote,"Bond, Tiffany L.",undervote,"REP Poliquin, Bruce","DEM Golden, Jared F.",False,2,False,False,False,False,"Bond, Tiffany L."
175431,352182,Limestone,CAN Ballot Style 175,undervote,"Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce","DEM Golden, Jared F.",False,2,False,False,False,False,"Bond, Tiffany L."
175442,352202,Limestone,CAN Ballot Style 175,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
175809,352959,Fort Fairfield,CAN Ballot Style 119,undervote,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",False,2,False,False,False,False,"DEM Golden, Jared F."
176017,353388,Fort Fairfield,CAN Ballot Style 119,undervote,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
176249,353843,Fort Fairfield,CAN Ballot Style 119,undervote,"Bond, Tiffany L.","REP Poliquin, Bruce","Hoar, William R.S.","DEM Golden, Jared F.",False,2,False,False,False,False,"Bond, Tiffany L."
176947,355258,Fort Fairfield,CAN Ballot Style 119,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
179242,359822,Caribou/Connor,CAN Ballot Style 82,undervote,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
179759,360852,Easton,CAN Ballot Style 119,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
179869,361086,Easton,CAN Ballot Style 119,undervote,"REP Poliquin, Bruce","Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",False,2,False,False,False,False,"REP Poliquin, Bruce"
180534,362419,Caribou/Connor,CAN Ballot Style 82,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
180658,362685,Caribou/Connor,CAN Ballot Style 82,undervote,"Hoar, William R.S.",overvote,"DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Hoar, William R.S."
180684,362739,Caribou/Connor,CAN Ballot Style 82,undervote,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce",False,2,False,False,False,False,"Bond, Tiffany L."
180938,363219,Caribou/Connor,CAN Ballot Style 82,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
181480,364277,Turner,CAN Ballot Style 163,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
181579,364488,Turner,CAN Ballot Style 163,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
181787,364926,Turner,CAN Ballot Style 163,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
182813,367026,Turner,CAN Ballot Style 163,undervote,"Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
183237,367856,Turner,CAN Ballot Style 163,undervote,"Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
184136,369642,Lewiston W7,CAN Ballot Style 167,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
184424,370222,Lewiston W7,CAN Ballot Style 167,undervote,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
184459,370304,Lewiston W7,CAN Ballot Style 167,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
184752,370865,Lewiston W7,CAN Ballot Style 170,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
184840,371036,Lewiston W7,CAN Ballot Style 170,undervote,"Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
185685,372711,Wales,CAN Ballot Style 278,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
186251,373791,Poland W1,CAN Ballot Style 220,undervote,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
186897,375067,Poland W1,CAN Ballot Style 221,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
188404,378139,Sabattus,CAN Ballot Style 245,undervote,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
189590,380534,Lewiston W6,CAN Ballot Style 169,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
189884,381140,Lewiston W6,CAN Ballot Style 171,undervote,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
190158,381687,Lewiston W6,CAN Ballot Style 169,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
190235,381864,Lewiston W6,CAN Ballot Style 169,undervote,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
190260,381915,Lewiston W6,CAN Ballot Style 169,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
190659,382685,Lewiston W6,CAN Ballot Style 169,undervote,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",False,2,False,False,False,False,"DEM Golden, Jared F."
191096,383532,Lewiston W5,CAN Ballot Style 170,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
191146,383640,Lewiston W5,CAN Ballot Style 170,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
191455,384291,Lewiston W5,CAN Ballot Style 170,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
192738,386826,Sabattus,CAN Ballot Style 245,undervote,"Hoar, William R.S.","Bond, Tiffany L.",undervote,"DEM Golden, Jared F.",False,2,False,False,False,False,"Hoar, William R.S."
192992,387324,Lewiston W4,CAN Ballot Style 164,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
193075,387501,Lewiston W4,CAN Ballot Style 168,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
193738,388797,Lewiston W4,CAN Ballot Style 169,undervote,"Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce","DEM Golden, Jared F.",False,2,False,False,False,False,"Hoar, William R.S."
194262,389867,Minot,CAN Ballot Style 192,undervote,"DEM Golden, Jared F.",overvote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
194726,390778,Minot,CAN Ballot Style 192,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
195988,393333,Auburn W5,CAN Ballot Style 26,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
197531,396426,Lewiston W3,CAN Ballot Style 166,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
197662,396679,Lewiston W3,CAN Ballot Style 166,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
197808,396963,Lewiston W3,CAN Ballot Style 166,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
198157,397646,Lewiston All,CAN Ballot Style 170,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
198423,398190,Lewiston All,CAN Ballot Style 169,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
199819,400963,Mechanic Falls,CAN Ballot Style 189,undervote,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.","REP Poliquin, Bruce",False,2,False,False,False,False,"Hoar, William R.S."
199881,401078,Lewiston All,CAN Ballot Style 166,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
199926,401179,Lewiston All,CAN Ballot Style 170,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
200256,401806,Lewiston All,CAN Ballot Style 169,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
200279,401851,Lewiston All,CAN Ballot Style 170,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
201052,403427,Lewiston W2,CAN Ballot Style 164,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
201310,403962,Lewiston W2,CAN Ballot Style 164,undervote,"Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
201510,404364,Lewiston W2,CAN Ballot Style 164,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
202205,405721,Auburn W4,CAN Ballot Style 23,undervote,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
203513,408369,Lewiston All,CAN Ballot Style 166,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
203540,408421,Lewiston All,CAN Ballot Style 170,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
204028,409390,Lewiston All,CAN Ballot Style 164,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
204091,409513,Lewiston All,CAN Ballot Style 166,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
204314,409967,Auburn W3,CAN Ballot Style 27,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
204962,411223,Lewiston W1,CAN Ballot Style 165,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
205189,411704,Lewiston W1,CAN Ballot Style 165,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
206636,414570,Auburn W3,CAN Ballot Style 27,undervote,"Bond, Tiffany L.","REP Poliquin, Bruce","Hoar, William R.S.","DEM Golden, Jared F.",False,2,False,False,False,False,"Bond, Tiffany L."
206957,415235,Livermore Falls,CAN Ballot Style 180,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
207997,417351,Lewiston All,CAN Ballot Style 169,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
208901,419127,Auburn W2,CAN Ballot Style 23,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
209018,419365,Livermore W1,CAN Ballot Style 180,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
209190,419692,Livermore W1,CAN Ballot Style 181,undervote,"REP Poliquin, Bruce","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",False,2,False,False,False,False,"REP Poliquin, Bruce"
209627,420577,Livermore W1,CAN Ballot Style 181,undervote,"DEM Golden, Jared F.","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.",False,2,False,False,False,False,"DEM Golden, Jared F."
210226,421757,Auburn W2,CAN Ballot Style 24,undervote,"Bond, Tiffany L.","REP Poliquin, Bruce",undervote,"DEM Golden, Jared F.",False,2,False,False,False,False,"Bond, Tiffany L."
210274,421840,Auburn W2,CAN Ballot Style 25,undervote,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
211014,423366,Lewiston All,CAN Ballot Style 170,undervote,"Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce","DEM Golden, Jared F.",False,2,False,False,False,False,"Hoar, William R.S."
211040,423419,Lewiston All,CAN Ballot Style 164,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
211376,424102,Lewiston All,CAN Ballot Style 167,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
211414,424175,Lewiston All,CAN Ballot Style 164,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
211539,424435,Lewiston All,CAN Ballot Style 170,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
211661,424666,Auburn W1,CAN Ballot Style 23,undervote,"Bond, Tiffany L.",undervote,"Hoar, William R.S.",overvote,False,2,False,False,False,False,"Bond, Tiffany L."
212233,425811,Auburn W1,CAN Ballot Style 23,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
212569,426480,Lewiston All,CAN Ballot Style 170,undervote,"Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce","DEM Golden, Jared F.",False,2,False,False,False,False,"Hoar, William R.S."
212666,426685,Lewiston All,CAN Ballot Style 166,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
213036,427400,Lewiston All,CAN Ballot Style 170,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
214004,429345,Lewiston All,CAN Ballot Style 169,undervote,"REP Poliquin, Bruce","DEM Golden, Jared F.",undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
214124,429581,Lewiston All,CAN Ballot Style 170,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
214194,429733,Lewiston All,CAN Ballot Style 170,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
214613,430554,Lewiston All,CAN Ballot Style 170,undervote,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
214924,431195,Auburn All,CAN Ballot Style 23,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
215401,432162,Auburn All,CAN Ballot Style 24,undervote,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",False,2,False,False,False,False,"DEM Golden, Jared F."
215558,432472,Auburn All,CAN Ballot Style 27,undervote,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",False,2,False,False,False,False,"DEM Golden, Jared F."
216280,433884,Auburn All,CAN Ballot Style 26,undervote,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
218456,438249,Durham,CAN Ballot Style 117,undervote,"REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",False,2,False,False,False,False,"REP Poliquin, Bruce"
218801,438908,Auburn All,CAN Ballot Style 23,undervote,"Bond, Tiffany L.","Bond, Tiffany L.",undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
218879,439059,Auburn All,CAN Ballot Style 25,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
219032,439397,Auburn All,CAN Ballot Style 26,undervote,"DEM Golden, Jared F.",undervote,undervote,overvote,False,2,False,False,False,False,"DEM Golden, Jared F."
219730,440763,Auburn All,CAN Ballot Style 23,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
219749,440794,Auburn All,CAN Ballot Style 23,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
219923,441164,Auburn All,CAN Ballot Style 27,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
220599,442534,Leeds,CAN Ballot Style 163,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
220771,442886,Leeds,CAN Ballot Style 163,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
221547,450990,Trenton,CAN Ballot Style 122,undervote,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.","REP Poliquin, Bruce",False,2,False,False,False,False,"Hoar, William R.S."
222028,451959,Tremont,CAN Ballot Style 103,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
223934,455780,Sullivan,CAN Ballot Style 139,undervote,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",False,2,False,False,False,False,"REP Poliquin, Bruce"
224769,457437,Southwest Harbor,CAN Ballot Style 103,undervote,"Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
226187,460275,Lamoine,CAN Ballot Style 38,undervote,"Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
226978,461847,Lamoine,CAN Ballot Style 38,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
228480,464856,Hancock,CAN Ballot Style 131,undervote,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Hoar, William R.S."
229032,465989,Gouldsboro,CAN Ballot Style 139,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
229935,467780,Franklin,CAN Ballot Style 12,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
230975,485796,Gardiner,CAN Ballot Style 135,undervote,"Hoar, William R.S.",overvote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
231055,606344,Allagash,CAN Ballot Style 9,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
231472,606761,Ashland,CAN Ballot Style 19,undervote,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Hoar, William R.S."
231595,606884,Ashland,CAN Ballot Style 19,undervote,"Bond, Tiffany L.","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",False,2,False,False,False,False,"Bond, Tiffany L."
231603,606892,Ashland,CAN Ballot Style 19,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
231888,607177,Chapman,CAN Ballot Style 92,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
232100,607389,Eagle Lake,CAN Ballot Style 9,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
232101,607390,Eagle Lake,CAN Ballot Style 9,undervote,"Hoar, William R.S.","DEM Golden, Jared F.",undervote,"REP Poliquin, Bruce",False,2,False,False,False,False,"Hoar, William R.S."
232103,607392,Caribou,CAN Ballot Style 82,undervote,"Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L.",undervote,False,2,False,False,False,False,"Hoar, William R.S."
232153,607442,Presque Isle W1,CAN Ballot Style 237,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
232306,607595,Wilton,CAN Ballot Style 97,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
232516,607805,Saint Agatha,CAN Ballot Style 105,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
232587,607876,Saint Agatha,CAN Ballot Style 105,undervote,"DEM Golden, Jared F.",undervote,undervote,undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
232753,608042,Saint Agatha,CAN Ballot Style 105,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
233466,608755,Peru,CAN Ballot Style 79,undervote,"Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote,False,2,False,False,False,False,"Hoar, William R.S."
234061,609350,Bridgewater,CAN Ballot Style 62,undervote,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",False,2,False,False,False,False,"REP Poliquin, Bruce"
234074,609363,Bridgewater,CAN Ballot Style 62,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
234408,609697,Belgrade,CAN Ballot Style 43,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
235078,610367,Monroe,CAN Ballot Style 65,undervote,"Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
235283,610572,Westfield,CAN Ballot Style 92,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
235298,610587,Searsport,CAN Ballot Style 132,undervote,"DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce",undervote,False,2,False,False,False,False,"DEM Golden, Jared F."
235353,610642,Unity,CAN Ballot Style 65,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
235386,610675,Wallagrass,CAN Ballot Style 9,undervote,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",False,2,False,False,False,False,"REP Poliquin, Bruce"
235387,610676,Wallagrass,CAN Ballot Style 9,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
235478,610767,Wallagrass,CAN Ballot Style 9,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
235590,610879,Saint Francis,CAN Ballot Style 9,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
235674,610963,Saint Francis,CAN Ballot Style 9,undervote,"Bond, Tiffany L.",undervote,undervote,undervote,False,2,False,False,False,False,"Bond, Tiffany L."
235766,611055,Monticello,CAN Ballot Style 62,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
235806,611095,Monticello,CAN Ballot Style 62,undervote,"Hoar, William R.S.","DEM Golden, Jared F.",undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
236433,611722,Frenchville,CAN Ballot Style 105,undervote,"DEM Golden, Jared F.","Hoar, William R.S.","REP Poliquin, Bruce","Bond, Tiffany L.",False,2,False,False,False,False,"DEM Golden, Jared F."
236664,611953,Eustis,CAN Ballot Style 6,undervote,"Hoar, William R.S.",undervote,undervote,undervote,False,2,False,False,False,False,"Hoar, William R.S."
236804,612093,Eustis,CAN Ballot Style 6,undervote,"DEM Golden, Jared F.",undervote,undervote,"REP Poliquin, Bruce",False,2,False,False,False,False,"DEM Golden, Jared F."
236821,612110,Eustis,CAN Ballot Style 6,undervote,"Bond, Tiffany L.",undervote,"Hoar, William R.S.",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
236833,612122,Eustis,CAN Ballot Style 6,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
236892,612181,Eustis,CAN Ballot Style 6,undervote,"Hoar, William R.S.","REP Poliquin, Bruce","DEM Golden, Jared F.",undervote,False,2,False,False,False,False,"Hoar, William R.S."
237976,613266,Winterport,CAN Ballot Style 132,undervote,"REP Poliquin, Bruce","DEM Golden, Jared F.",undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
237984,613274,Winterport,CAN Ballot Style 132,undervote,"Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote,False,2,False,False,False,False,"Bond, Tiffany L."
238179,613469,Winterport,CAN Ballot Style 132,undervote,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.","REP Poliquin, Bruce",False,2,False,False,False,False,"Hoar, William R.S."
238518,613808,Winterport,CAN Ballot Style 132,undervote,"REP Poliquin, Bruce",undervote,undervote,undervote,False,2,False,False,False,False,"REP Poliquin, Bruce"
